Sys.Date..	text
2015-10-17	2353341
2015-10-18	"2326987"
2015-10-20	"2327322"
2015-10-21	"2327422"
2015-10-22	"2327468"
2015-10-23	"2327610"
2015-10-24	"2327709"
2015-10-25	"2327835"
2015-10-26	"2327984"
2015-10-27	"2328062"
2015-10-28	"2329307"
2015-10-29	"2331543"
2015-10-30	"2331976"
2015-10-31	"2332056"
2015-11-01	"2332155"
2015-11-02	"2332231"
2015-11-03	"2332817"
2015-11-04	"2334106"
2015-11-05	"2336610"
2015-11-06	"2338089"
2015-11-07	"2338389"
2015-11-08	"2338486"
2015-11-09	"2338570"
