Sys.Date..	text
2015-10-17	2921028
2015-10-18	"2921747"
2015-10-20	"2925817"
2015-10-21	"2926056"
2015-10-22	"2928167"
2015-10-23	"2928865"
2015-10-24	"2930107"
2015-10-25	"2931979"
2015-10-26	"2932322"
2015-10-27	"2932629"
2015-10-28	"2932902"
2015-10-29	"2936126"
2015-10-30	"2936655"
2015-10-31	"2937117"
2015-11-01	"2937584"
2015-11-02	"2941097"
2015-11-03	"2941777"
2015-11-04	"2942441"
2015-11-05	"2947382"
2015-11-06	"2959101"
2015-11-07	"2959673"
2015-11-08	"2956752"
2015-11-09	"2957000"
