Sys.Date..	text
2015-10-17	195633
2015-10-18	"195419"
2015-10-20	"195743"
2015-10-21	"195815"
2015-10-22	"195859"
2015-10-23	"195929"
2015-10-24	"195979"
2015-10-25	"196025"
2015-10-26	"196078"
2015-10-27	"196142"
2015-10-28	"196356"
2015-10-29	"196398"
2015-10-30	"196464"
2015-10-31	"196493"
2015-11-01	"196561"
2015-11-02	"196627"
2015-11-03	"196666"
2015-11-04	"196729"
2015-11-05	"196945"
2015-11-06	"197239"
2015-11-07	"197487"
2015-11-08	"197562"
2015-11-09	"197652"
2015-11-10	"197704"
