Sys.Date..	text
2015-10-17	20
2015-10-18	"20"
2015-10-20	"20"
2015-10-21	"20"
2015-10-22	"20"
2015-10-23	"20"
2015-10-24	"20"
2015-10-25	"20"
2015-10-26	"20"
2015-10-27	"20"
2015-10-28	"20"
2015-10-29	"20"
2015-10-30	"20"
2015-10-31	"20"
2015-11-01	"20"
2015-11-02	"20"
2015-11-03	"20"
2015-11-04	"20"
2015-11-05	"21"
2015-11-06	"21"
2015-11-07	"21"
2015-11-08	"21"
2015-11-09	"21"
2015-11-10	"21"
