Sys.Date..	text
2015-10-17	47367
2015-10-18	"44710"
2015-10-20	"44854"
2015-10-21	"44905"
2015-10-22	"44919"
2015-10-23	"44932"
2015-10-24	"44954"
2015-10-25	"44972"
2015-10-26	"45023"
2015-10-27	"45082"
2015-10-28	"45135"
2015-10-29	"45180"
2015-10-30	"45213"
2015-10-31	"45271"
2015-11-01	"45309"
2015-11-02	"45363"
2015-11-03	"45392"
2015-11-04	"45436"
2015-11-05	"45539"
2015-11-06	"45581"
2015-11-07	"45622"
2015-11-08	"45678"
2015-11-09	"45826"
2015-11-10	"45915"
