Sys.Date..	text
2015-10-17	2469638
2015-10-18	"2471593"
2015-10-20	"2488800"
2015-10-21	"2488807"
2015-10-22	"2499073"
2015-10-23	"2504170"
2015-10-24	"2507285"
2015-10-25	"2508433"
2015-10-26	"2508422"
2015-10-27	"2513207"
2015-10-28	"2539539"
2015-10-29	"2545985"
2015-10-30	"2564068"
2015-10-31	"2565279"
2015-11-01	"2565768"
2015-11-02	"2549906"
2015-11-03	"2550030"
2015-11-04	"2550072"
2015-11-05	"2550770"
2015-11-06	"2560957"
2015-11-07	"2572272"
2015-11-08	"2578687"
2015-11-09	"2578721"
