Sys.Date..	text
2015-10-17	1872
2015-10-18	"1867"
2015-10-20	"1867"
2015-10-21	"1867"
2015-10-22	"1871"
2015-10-23	"1871"
2015-10-24	"1875"
2015-10-25	"1875"
2015-10-26	"1876"
2015-10-27	"1876"
2015-10-28	"1876"
2015-10-29	"1879"
2015-10-30	"1879"
2015-10-31	"1880"
2015-11-01	"1890"
2015-11-02	"1891"
2015-11-03	"1891"
2015-11-04	"1893"
2015-11-05	"1894"
2015-11-06	"1897"
2015-11-07	"1902"
2015-11-08	"1902"
2015-11-09	"1909"
2015-11-10	"1910"
