Sys.Date..	text
2015-10-17	30
2015-10-18	"30"
2015-10-20	"30"
2015-10-21	"30"
2015-10-22	"30"
2015-10-23	"30"
2015-10-24	"30"
2015-10-25	"30"
2015-10-26	"30"
2015-10-27	"30"
2015-10-28	"30"
2015-10-29	"30"
2015-10-30	"30"
2015-10-31	"30"
2015-11-01	"30"
2015-11-02	"30"
2015-11-03	"30"
2015-11-04	"30"
2015-11-05	"30"
2015-11-06	"30"
2015-11-07	"30"
2015-11-08	"30"
2015-11-09	"30"
